Initialization: Random | Assignment: Lloyd's Assignment | Update: Mean vector
CLUSTER-1 {size: 2872 centroid: 0.0153533 0 0.00512914 6.40776e-05 0.00929191 0.0236511 0 0 0 0.000197734 0.00144512 0.000467885 0.0304252 3.95612e-07 0.073601 0.00162207 0.00549913 0 0.000254452 0.00176144 0.000175411 0.0559623 0 0.0917414 0.0526348 0.000715971 0.00308448 0.000238037 0.0377642 0 0 0.000285773 0 0.00381882 0 2.10172e-06 0 0.000560067 0.00987279 0 0.00894711 0.00602788 0.0611783 0.00960685 0.00867761 0.0384383 0 0.000123039 0 0.000326013 0 0.00032176 0 0.00347565 2.03682e-05 0.0351849 0.00395824 6.89152e-06 0.0580005 0.0224408 0 0 0.000291556 0.00258392 0 3.45314e-05 2.13931e-06 1.44028e-06 0.0069144 0 0.414211 0.000347752 0.000162555 0.000155942 0 0.0180135 0.00120482 0 1.1217e-05 0.0129527 0.0181774 0.000256302 0.0354372 0 0.000373732 0 1.54345e-05 0.516942 4.9101e-05 0 2.97536e-05 0 3.35147e-06 0.000187202 0.000437666 0 5.09926e-05 0.000689561 0 0.0284897 0 0.00169043 0.00643288 0.000180899 0 0.0191563 0 0.29338 0 0 0.214898 0 0.00490184 0.00771665 0.0122694 0.0293729 0 0 0 0.100724 0 0.000122876 1.91271e-05 0.0590273 0 0 0 2.24232e-06 }
CLUSTER-2 {size: 615 centroid: 0 0 0.0217756 0.000892074 3.45147e-05 0.0256869 0 0 0 0 0 0.000167405 0.0158654 0.00804485 0.00328216 0 0.0111421 0.0012988 0 0 0.00155925 0 0 0.468257 0.0236894 0.000981612 0.0273018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134641 0.243297 0.00323914 0 0 0 0 0 0 0 0 0 0.0142473 0 0.000405301 0 0 0.345401 0.00156716 0 0 0 0 0 0 0 0 0.014441 0 1.43143 0 0 0.00538299 0 0.115485 0.00149172 0 0.00254775 0.0401224 0.709877 0 0.608287 0 0 0 0 1.52489 0 0 0.000515471 0 0 0 0 0 0 0.0101615 0 0.287842 0.000249102 0 0 0 0 0.0463865 0 0.892502 0 0 0.00397544 0 0.000261035 0 0 0 0 0 0 0.666966 0 0 0 0.0115377 0 0 0 0.00536197 }
CLUSTER-3 {size: 1802 centroid: 0.0106745 0.00786767 0.00397336 0.000177546 0.000700468 0.00256917 0.000101914 0 0 0.000774527 2.84012e-05 0 0 0 0 0 0 0.0205599 0.00142829 0.00345035 0.000657054 0.00634915 0.000923959 0.0962761 0.262147 0.00299721 0.18529 0 0 0 0 0 0.00123916 0.00144664 1.98645e-05 0 0.000605863 0.0033628 6.14048e-05 0 0 0.069467 0.123485 0.00602646 0.0230214 0 0.00140263 0.00083404 0 0.0353868 0 0.0167426 0 5.87222e-05 0.000554913 0.0369023 0.00998178 0 0.0332044 0.000963064 0.00100291 0.000178564 0.000816013 0 0.0066986 0 0.0303295 0 0.151079 0 0.228968 0.0229423 0.000498712 0.00022461 0 0.126117 0.0274887 0.000129741 0.0076874 0.15962 0.319493 0.000478765 0.130045 0 0.00146135 1.59105e-05 6.04252e-06 0.232828 8.58337e-06 0 0.0121763 0 1.2998e-05 0 0 0 8.15408e-06 0.0337232 0 0.00355919 0.0438052 0.00302763 0 2.1697e-06 0 0 0 0.270144 0 4.88717e-05 0.000104925 0 0.00689512 0.0165635 0.0109385 0.00217744 0.000884462 0 0 0.187927 0 0.0147556 0 0.0070107 0 0 0.000632824 0.00181835 }
CLUSTER-4 {size: 1963 centroid: 0.000287585 0 0.000745663 0 0.00873871 0.103739 0 0 0 0 0.00818212 0.000173613 0.0144071 0 0.0581375 0.00112026 0.00272342 0 0 0 0.000263602 0.0360891 0 0.238233 0.0193402 8.99263e-05 0.000717932 0 0.00521831 0 0 2.8522e-05 0 8.92194e-05 0 0 0 1.21362e-05 0.000544745 0 0.00276326 0.0133652 0.066699 0.0292591 0.000452202 0.00596476 0 0 0 0 0 0 0 0.00245285 0 0.0218216 2.11535e-05 0 0.106951 0.0441473 0 0 0 0.000263096 0 4.35825e-05 0 0 0.000317374 0 0.806805 0 0 0.000174615 0 0.0474583 0.00016469 0 1.36847e-06 0.00391401 0.0236987 0 0.068415 0 0 0 0 1.00085 0 0 0 0 0 6.88821e-06 0 0 0 0.000340999 0 0.0509983 0 0 0.000200605 3.29234e-05 0 0.00384143 0 0.573819 0 0 0.26511 0 0.00160944 0.000225071 0.000503943 0.0475098 0 0 0 0.212346 0 0 4.48471e-05 0.105517 0 0 0 0.000234125 }
CLUSTER-5 {size: 1952 centroid: 0.123178 2.91332e-06 0.000132452 0 0.0234247 0.0006974 0.000146044 0 0 0.0930497 0 7.59346e-05 0.00254478 0 0.0159457 0 0.000129525 0.00704613 0.00190113 0.000102494 2.97992e-06 3.6241e-05 0.0288253 0.000168719 0.0112818 0.0801424 0.0212718 0.000248031 0.00301185 0 0 0 4.03327e-05 0.260329 0.00253649 6.16687e-06 0.000894575 0.00171325 0.0371413 0 0.000688014 0.00115863 0.0225999 0.00314959 0.000619642 0.00389855 0 0.0941282 0 0.0307297 0 0.00222959 0 1.25649e-05 0.0741938 1.52958e-05 0.0861856 0.0106064 0.0126984 0.0207784 0.00123529 0.0105487 0.000466756 0.00278776 0 0.00104118 0.0136665 0 0.0182804 0 0.000831503 0.306837 0.00245115 0.0280824 0 0.0270225 6.26887e-06 0 0 0.00269163 0.0150297 0.0750491 0.0160047 0 0.00670831 0.000143445 0.0129696 0.00687048 0.0298762 0 0.0053722 0 1.28689e-05 0.00396554 3.35856e-06 0 0.0270952 0.0012023 0 0.0167169 0.0810421 0 5.53516e-05 7.22615e-06 0 0.0324899 0 0.00573871 0 0.0290969 0.0974303 0 2.71672e-05 0.346825 0.000978602 0 0.00527871 0 0 0.00879882 0 0.0934603 0.000116299 0 0 5.41656e-06 0.099587 0 }
CLUSTER-6 {size: 1580 centroid: 0.142885 0.0728607 0.0294009 0.0011437 0.000189948 0.00667752 0.000185552 0 0 0.000658294 7.71772e-05 0 0.00217141 8.87533e-06 0 0 0.00373359 0.00543916 0.000955222 0.0365495 2.13639e-05 0.0736515 0.0284281 0.0110695 0.246832 3.16159e-05 0.0674853 1.99433e-05 0.00297841 0 0 0 0.000915466 0.00101248 2.96958e-05 0.000504062 0.000779464 0.00385174 0.0122699 0 0.000100483 0.0116961 0.0355602 0.00459775 0.160388 9.6228e-05 0.0187442 0.0111728 0 0.129848 0 0.00490862 0 0.000168329 0.00265828 0.0835015 0.0162885 0.00417371 0.0038995 0.000140257 0.00348375 0.0023134 0.0105115 0.000127033 0.0113204 0 0.01655 0 0.123395 0 0.0299882 0.125633 0.00207349 0.000192831 0 0.0328502 0.0196598 2.72328e-05 0.00249281 0.134648 0.0824086 0.0219508 0.0102209 0 0.024622 0.00107844 4.30516e-05 0.0571702 0.00456776 1.00139e-05 0.000471989 0 0.000203459 0 0 0 0.00212166 0.0057458 0 0.00102958 0.0134688 0.0219891 3.32408e-05 3.82079e-05 0 0 0 0.13316 0 0.00205674 0.00330344 0 0.0229282 0.0805232 0.101307 0.0160399 0.000140822 0 0 0.0155358 0 0.144624 2.90272e-06 0.0189221 0 7.66429e-07 0.00751374 5.56988e-06 }
CLUSTER-7 {size: 1119 centroid: 0 0.000134492 0.00466419 0.000253108 0.000309222 0.00510031 0 0 0 0 0.000307521 0 0 0 0 0 0.000310906 0.00315129 1.34085e-05 0.000315444 0.0057649 0.00295441 0 0.257775 0.262179 0.000505861 0.163686 0 0 0 0 0 0.000471174 0 0 0 0 0 0 0 0 0.156024 0.183353 0.00864879 0.00357367 0 5.77695e-06 0 0 7.25056e-05 0 0.00112807 0 0 0 0.0417511 0.000543006 0 0.0909398 0.0021005 0.000253254 5.96806e-06 0.000107352 0 0.00322681 0 0.00200518 0 0.134406 0 0.663269 0 2.95197e-05 0.0022822 0 0.145329 0.0375276 1.76911e-05 0.0115314 0.163695 0.48712 0 0.271441 0 0 0 0 0.692626 0 0 0.00610664 0 0 0 0 0 0 0.0347074 0 0.0429673 0.00391029 0.000206122 0 0 0 0.00020395 0 0.549794 0 0 0.000161476 0 0.00580348 0.000105101 0.00268179 0.00291359 0 0 0 0.352943 0 0.000187309 0 0.0245853 0 0 0 0.0149382 }
CLUSTER-8 {size: 881 centroid: 0 0 0.00290675 0 0.00739472 0.219253 0.000142535 0 0 0 0.00639108 0.00280603 0.0382099 0.000998181 0.48253 2.50962e-06 0.0165476 0 0 0 0 0.00234899 0 0.492423 0 0 0 0 0.0530121 0 0 0 0 3.2127e-05 0 0 0 0.00840546 0 0 0.32502 0.00261826 0.00380048 0.00236441 0 0.0442183 0 0 0 0 0 0 0 0.00526864 0 0.00370724 0 0 0.089197 0.168123 0 0 0 0.005367 0 0 0 0 0 0 1.70762 0 0 0 0 0.0174195 0 0 0 0 0.00167387 0 0.0564301 0 0 0 0 2.08364 0 0 0 0 0 0 0.00459031 0 0 0 0 0.009551 0 0 0.0120839 0.00405318 0 0.0349677 0 0.842223 0 0 1.18273 0 0.000720882 0 0 0.0074932 0 0 0 0.734026 0 0 0 0.0315059 0 0 0 0.000319933 }
CLUSTER-9 {size: 4403 centroid: 0.0682437 0.000351611 0.00146653 6.20868e-06 0.00719002 0.00258226 2.69722e-06 0 2.60857e-06 0.00717493 0.000274835 4.02679e-05 0.0196518 0 0.0392015 7.83782e-05 0.00218747 0.000522127 0.000462965 0.00150261 0 0.0174118 0.0139501 0.00458593 0.0259032 0.00828973 0.0112102 0.00268102 0.0303467 0 0 0.000101806 0 0.0274948 8.23031e-05 0.000304488 0.000351322 0.00038249 0.0360728 0 0.00108417 0.00051884 0.0609219 0.0196534 0.00988292 0.0279663 0 0.00772692 0 0.0303947 0 0.00435286 0 0.00318747 0.000673463 0.00953146 0.0679239 0.00401171 0.051281 0.0118414 9.48369e-05 0.00316452 8.31881e-05 0.00143464 0 4.72744e-05 0.000964794 0 0.00425056 0 0.0525767 0.0651793 0.0086978 0.00380114 0 0.0159769 0.000104844 0 0 0.0131272 0.0109923 0.0194792 0.0131543 0 0.00516967 0.000350796 0.000552766 0.0897621 0.00212436 0 0.00128904 0 8.18757e-06 0.000570734 0.000112546 0 0.0036768 0.000511269 0 0.0209543 0.00620842 0.00082272 0.00337914 4.18399e-06 0 0.0196052 0 0.0893412 0 8.39967e-05 0.118581 0 0.000700455 0.0586656 0.005337 0.00267672 0.00024347 0 0 0.0265412 0 0.0364339 7.20592e-05 0.00403893 0 3.92833e-06 0.00427612 0 }
CLUSTER-10 {size: 1504 centroid: 0.24783 0.0195209 0.000216255 0 0.0755886 0.00292682 0.00016098 0 3.93971e-06 0.0226715 0 4.40284e-05 0.000932513 0 0.00982617 0 0.00065968 0.00375625 0.000102115 0.000590139 5.78285e-06 0.000316101 0.0721369 0 0.00710849 0.0559431 0.00917052 0.0172419 0.000495434 0 0 0 0.00064593 0.354233 0.00417751 5.42068e-05 0.00206362 0.00382982 0.128545 0 0.0015525 0.000145995 0.00895 3.21712e-05 0.0201304 0.000337663 0.00407644 0.291126 0 0.151764 0 0.000221131 0 9.20929e-05 0.17383 0.000668363 0.0297866 0.0864519 0 0.0517429 0.000849057 0.00414791 0.000144413 0.00860687 0.00124475 0.00777322 0.016009 0 0.0100526 0 1.97053e-05 0.452533 0.00055953 0.0111594 0 0.0113549 2.19081e-05 5.2232e-05 0 0.00525196 0.00641517 0.194405 0.00458003 0 0.00280896 0 0.0734305 0.00186516 0.0692526 0 0.00450013 0 3.10899e-05 0.0160068 0 0 0.125444 0.000762772 0 0.0128567 0.061569 2.45352e-05 0 0 0 0.035775 0 0.00358179 0 0.173657 0.0962159 0 0 0.446451 0.00549549 0 0.0202606 0 6.64908e-05 0.000916686 0 0.309981 0.000959414 0 0 0.00273904 0.128545 0 }
